"categoria","centroide_lat","centroide_lon","fuente","id","nombre","nombre_completo","provincia_id","provincia_interseccion","provincia_nombre"
"Municipio",-26.9961973424163,-55.1380752661386,"Ministerio de Ecología","540315","Leoni","Municipio Leoni","54",0.00346835518219027,"Misiones"
"Municipio",-27.2943327258119,-59.1285309815476,"Direc. Pcial. de Catastro y Cartografía","220231","Colonia Popular","Municipio Colonia Popular","22",0.00157556798957978,"Chaco"
"Municipio",-27.0890008584069,-59.019408196902,"Direc. Pcial. de Catastro y Cartografía","220371","Margarita Belén","Municipio Margarita Belén","22",0.00824733562766549,"Chaco"
"Municipio",-26.9919281600835,-58.8471497244523,"Direc. Pcial. de Catastro y Cartografía","220049","La Leonesa","Municipio La Leonesa","22",0.00739490918317061,"Chaco"
"Municipio",-27.1135329362586,-59.2318224474402,"Direc. Pcial. de Catastro y Cartografía","220161","Makallé","Municipio Makallé","22",0.00681776790935504,"Chaco"
"Municipio",-27.226920353194,-59.1912791042958,"Direc. Pcial. de Catastro y Cartografía","220238","Laguna Blanca","Municipio Laguna Blanca","22",0.00114082302246021,"Chaco"
"Municipio",-27.2612981499181,-59.4682527193081,"Direc. Pcial. de Catastro y Cartografía","220147","Lapachito","Municipio Lapachito","22",0.00373730234303349,"Chaco"
"Municipio",-27.1657262689173,-60.6807380504204,"Direc. Pcial. de Catastro y Cartografía","220336","La Clotilde","Municipio La Clotilde","22",0.00282713482640491,"Chaco"
"Municipio",-27.407198062851,-61.6331625263326,"Direc. Pcial. de Catastro y Cartografía","220091","Gancedo","Municipio Gancedo","22",0.0105718620436174,"Chaco"
"Municipio",-27.3573476620484,-55.2012287052642,"Ministerio de Ecología","540371","Colonia Alberdi","Municipio Colonia Alberdi","54",0.00491035375558042,"Misiones"
"Municipio",-27.0965245522956,-59.4870735247903,"Direc. Pcial. de Catastro y Cartografía","220140","La Escondida","Municipio La Escondida","22",0.00272023658746656,"Chaco"
"Municipio",-27.265074813894,-60.3717297735563,"Direc. Pcial. de Catastro y Cartografía","220427","Villa Berthet","Municipio Villa Berthet","22",0.0134936068494507,"Chaco"
"Municipio",-27.0720366577963,-59.3269273302486,"Direc. Pcial. de Catastro y Cartografía","220154","La Verde","Municipio La Verde","22",0.00206536375454953,"Chaco"
"Municipio",-27.083494928219,-60.6148397314775,"Direc. Pcial. de Catastro y Cartografía","220343","La Tigra","Municipio La Tigra","22",0.00308776547902798,"Chaco"
"Delegación Municipal",-27.2779150070409,-61.3663751828745,"Direc. Pcial. de Catastro y Cartografía","220105","General Pinedo","Delegación Municipal General Pinedo","22",0.0153168748920275,"Chaco"
"Municipio",-26.8012560068177,-59.4375309617602,"Direc. Pcial. de Catastro y Cartografía","220434","Capitán Solari","Municipio Capitán Solari","22",0.00381509926358517,"Chaco"
"Municipio",-27.1179308914952,-61.3088910559238,"Direc. Pcial. de Catastro y Cartografía","220084","Charata","Municipio Charata","22",0.0152602783606318,"Chaco"
"Delegación Municipal",-26.8556252118387,-60.8027099375602,"Direc. Pcial. de Catastro y Cartografía","220217","Campo Largo","Delegación Municipal Campo Largo","22",0.010247438766087,"Chaco"
"Municipio",-26.8495342777104,-61.0719677178405,"Direc. Pcial. de Catastro y Cartografía","220113","Corzuela","Municipio Corzuela","22",0.0131036231059414,"Chaco"
"Municipio",-26.9455386976542,-61.2652576677459,"Direc. Pcial. de Catastro y Cartografía","220329","Las Breñas","Municipio Las Breñas","22",0.0218265141371688,"Chaco"
"Municipio",-26.711810306852,-58.6372961529682,"Direc. Pcial. de Catastro y Cartografía","220070","Puerto Eva Perón","Municipio Puerto Eva Perón","22",0.00152736219456355,"Chaco"
"Municipio",-26.6788380991751,-60.630377130248,"Direc. Pcial. de Catastro y Cartografía","220224","Napenay","Municipio Napenay","22",0.0020270157038121,"Chaco"
"Municipio",-26.4348876114394,-54.4912136871941,"Ministerio de Ecología","540161","9 de Julio","Municipio 9 de Julio","54",0.00430069186359841,"Misiones"
"Delegación Municipal",-26.7315607830315,-58.9364657658412,"Direc. Pcial. de Catastro y Cartografía","220266","La Eduvigis","Delegación Municipal La Eduvigis","22",0.00619132883237823,"Chaco"
"Municipio",-26.7871365617901,-60.4618654285582,"Direc. Pcial. de Catastro y Cartografía","220077","Presidencia Roque Sáenz Peña","Municipio Presidencia Roque Sáenz Peña","22",0.0151199613625155,"Chaco"
"Municipio",-26.6429399384825,-59.0436721297192,"Direc. Pcial. de Catastro y Cartografía","220280","Pampa Almirón","Municipio Pampa Almirón","22",0.00542654710663252,"Chaco"
"Municipio",-26.5687607509274,-59.6216044052429,"Direc. Pcial. de Catastro y Cartografía","220252","Ciervo Petiso","Municipio Ciervo Petiso","22",0.00175377992843894,"Chaco"
"Municipio",-26.5818308825305,-60.727136621299,"Direc. Pcial. de Catastro y Cartografía","220210","Avia Terai","Municipio Avia Terai","22",0.00707475055752793,"Chaco"
"Municipio",-26.4164829629715,-59.6828098647245,"Direc. Pcial. de Catastro y Cartografía","220273","Laguna Limpia","Municipio Laguna Limpia","22",0.00602014458261122,"Chaco"
"Delegación Municipal",-26.8190200565021,-60.0187650882889,"Direc. Pcial. de Catastro y Cartografía","220476","Machagai","Delegación Municipal Machagai","22",0.0239093177576813,"Chaco"
"Delegación Municipal",-26.6685132261826,-60.1735021531371,"Direc. Pcial. de Catastro y Cartografía","220378","Quitilipi","Delegación Municipal Quitilipi","22",0.0156792854790504,"Chaco"
"Municipio",-26.4390809643573,-60.9150799106616,"Direc. Pcial. de Catastro y Cartografía","220007","Concepción del Bermejo","Municipio Concepción del Bermejo","22",0.00967765585688888,"Chaco"
"Municipio",-26.3996405608476,-61.1419915754834,"Direc. Pcial. de Catastro y Cartografía","220021","Pampa del Infierno","Municipio Pampa del Infierno","22",0.0189212844203336,"Chaco"
"Municipio",-27.4778638061425,-55.4718692017467,"Ministerio de Ecología","540056","Bonpland","Municipio Bonpland","54",0.0034412531609937,"Misiones"
"Delegación Municipal",-26.037315456976,-61.4747819966242,"Direc. Pcial. de Catastro y Cartografía","220014","Los Frentones","Delegación Municipal Los Frentones","22",0.0598302264773237,"Chaco"
"Municipio",-25.3302670101216,-62.5887121017356,"Direc. Pcial. de Catastro y Cartografía","220028","Taco Pozo","Municipio Taco Pozo","22",0.0870234897088505,"Chaco"
"Municipio",-26.6989392938955,-59.6206760397163,"Direc. Pcial. de Catastro y Cartografía","220448","Colonias Unidas","Municipio Colonias Unidas","22",0.00299362646008966,"Chaco"
"Municipio",-29.9598593070437,-57.8975786393603,"Dirección de Estadística y Censos","180252","Colonia Libertad","Municipio Colonia Libertad","18",0.00596140670147679,"Corrientes"
"Municipio",-29.9337810438058,-59.2266510868595,"Dirección de Estadística y Censos","180084","Esquina","Municipio Esquina","18",0.0374515615296194,"Corrientes"
"Municipio",-29.7994001929417,-58.2762864775326,"Dirección de Estadística y Censos","180063","Curuzú Cuatiá","Municipio Curuzú Cuatiá","18",0.0747798390469124,"Corrientes"
"Municipio",-29.9449424362472,-57.4609939770631,"Dirección de Estadística y Censos","180280","Bonpland","Municipio Bonpland","18",0.00941309117444121,"Corrientes"
"Municipio",-29.3892392506455,-56.7895830853807,"Dirección de Estadística y Censos","180378","Yapeyú","Municipio Yapeyú","18",0.00162914725524514,"Corrientes"
"Municipio",-29.3247220262724,-56.8201061069556,"Dirección de Estadística y Censos","180364","Guaviraví","Municipio Guaviraví","18",0.00107568078535992,"Corrientes"
"Municipio",-29.3427621035549,-58.1655471661198,"Dirección de Estadística y Censos","180238","Mariano I. Loza","Municipio Mariano I. Loza","18",0.00366698573567374,"Corrientes"
"Municipio",-29.3825487254222,-56.9944982953597,"Dirección de Estadística y Censos","180301","Tapebicuá","Municipio Tapebicuá","18",0.011094401063865,"Corrientes"
"Municipio",-28.1045850569418,-55.7418943441842,"Dirección de Estadística y Censos","180427","Garruchos","Municipio Garruchos","18",0.00291672662616787,"Corrientes"
"Municipio",-27.6166283094589,-55.3300134627001,"Ministerio de Ecología","540280","Leandro N. Alem","Municipio Leandro N. Alem","54",0.00584609332943594,"Misiones"
"Municipio",-29.1223982164134,-59.1310526751935,"Dirección de Estadística y Censos","180137","Carolina","Municipio Carolina","18",0.000962133076110078,"Corrientes"
"Municipio",-29.2938992045437,-58.5125713784409,"Dirección de Estadística y Censos","180070","Perugorría","Municipio Perugorría","18",0.0193424992721501,"Corrientes"
"Municipio",-29.0283437433335,-59.1722758591832,"Dirección de Estadística y Censos","180203","Lavalle","Municipio Lavalle","18",0.000893433258876212,"Corrientes"
"Municipio",-28.9873668184834,-59.0799430726477,"Dirección de Estadística y Censos","180210","Santa Lucía","Municipio Santa Lucía","18",0.00349818559997009,"Corrientes"
"Municipio",-28.9078579201355,-58.9110919001421,"Dirección de Estadística y Censos","180196","Gobernador Martínez","Municipio Gobernador Martínez","18",0.00303336772459675,"Corrientes"
"Municipio",-28.8460057634336,-59.0819662707521,"Dirección de Estadística y Censos","180189","Cruz de los Milagros","Municipio Cruz de los Milagros","18",0.00217780240597305,"Corrientes"
"Municipio",-28.8781231135238,-58.5191731993606,"Dirección de Estadística y Censos","180413","Chavarría","Municipio Chavarría","18",0.00719146726035229,"Corrientes"
"Municipio",-28.8169435562937,-56.4216471648691,"Dirección de Estadística y Censos","180105","Estación Torrent","Municipio Estación Torrent","18",0.0032527903541138,"Corrientes"
"Municipio",-28.774945096136,-58.6540364666007,"Dirección de Estadística y Censos","180406","Pedro R. Fernández","Municipio Pedro R. Fernández","18",0.00424242971853268,"Corrientes"
"Municipio",-28.7678860054041,-56.5272399231192,"Dirección de Estadística y Censos","180098","Alvear","Municipio Alvear","18",0.0186102520137664,"Corrientes"
"Municipio",-28.4636196386948,-58.4395314723756,"Dirección de Estadística y Censos","180417","Colonia Pando","Municipio Colonia Pando","18",0.00371011748037858,"Corrientes"
"Municipio",-28.6004493002963,-58.6710414606456,"Dirección de Estadística y Censos","180420","San Roque","Municipio San Roque","18",0.00925472030569131,"Corrientes"
"Municipio",-28.5228171265396,-56.9796607997166,"Dirección de Estadística y Censos","180357","Colonia Carlos Pellegrini","Municipio Colonia Carlos Pellegrini","18",0.0188318041184948,"Corrientes"
"Municipio",-28.5085585486294,-58.031593308155,"Dirección de Estadística y Censos","180042","Concepción","Municipio Concepción","18",0.0406280407411867,"Corrientes"
"Municipio",-27.344044899998,-58.049370460985,"Dirección de Estadística y Censos","180147","Itatí","Municipio Itatí","18",0.00880174299722295,"Corrientes"
"Municipio",-28.194043372691,-55.8400035689311,"Dirección de Estadística y Censos","180441","Jose Rafael Gomez","Municipio Jose Rafael Gomez","18",0.00332406957578155,"Corrientes"
"Municipio",-27.9679022751887,-56.9170242560003,"Dirección de Estadística y Censos","180168","Ituzaingó","Municipio Ituzaingó","18",0.0872596426508536,"Corrientes"
"Municipio",-28.1625141970226,-58.7720029879244,"Dirección de Estadística y Censos","180315","San Lorenzo","Municipio San Lorenzo","18",0.0063124789211012,"Corrientes"
"Municipio",-28.1481432959309,-57.9454760162157,"Dirección de Estadística y Censos","180035","Colonia Santa Rosa","Municipio Colonia Santa Rosa","18",0.0138755595522127,"Corrientes"
"Municipio",-28.3306928185425,-56.3086193944442,"Dirección de Estadística y Censos","180448","Santo Tomé","Municipio Santo Tomé","18",0.0501047884238125,"Corrientes"
"Municipio",-28.0163816801489,-58.185562449908,"Dirección de Estadística y Censos","180224","Mburucuyá","Municipio Mburucuyá","18",0.0111250006418801,"Corrientes"
"Municipio",-28.0380947065895,-57.5417436622559,"Dirección de Estadística y Censos","180392","San Miguel","Municipio San Miguel","18",0.0192506108162895,"Corrientes"
"Municipio",-27.6297448130989,-56.9450354098951,"Dirección de Estadística y Censos","180186","Villa Olivari","Municipio Villa Olivari","18",0.00139027163204988,"Corrientes"
"Municipio",-27.7436198256324,-58.0258178848756,"Dirección de Estadística y Censos","180126","Lomas de Vallejos","Municipio Lomas de Vallejos","18",0.00877806836190132,"Corrientes"
"Municipio",-27.5959996969932,-58.7470551543684,"Dirección de Estadística y Censos","180028","Riachuelo","Municipio Riachuelo","18",0.00155705657084908,"Corrientes"
"Municipio",-27.617182137133,-58.335000997442,"Dirección de Estadística y Censos","180343","Herlitzka","Municipio Herlitzka","18",0.00289936180627868,"Corrientes"
"Municipio",-27.7192849474433,-57.7316255330139,"Dirección de Estadística y Censos","180112","Caá Catí","Municipio Caá Catí","18",0.0136519519490265,"Corrientes"
"Municipio",-35.5265113228112,-60.2301576569223,"ARBA - Gerencia de Servicios Catastrales","060854","25 de Mayo","Municipio 25 de Mayo","06",0.015400089407453,"Buenos Aires"
"Municipio",-35.8349745328235,-58.6980461310919,"ARBA - Gerencia de Servicios Catastrales","060301","General Belgrano","Municipio General Belgrano","06",0.00598271675513779,"Buenos Aires"
"Municipio",-35.5103702936319,-58.7694635013319,"ARBA - Gerencia de Servicios Catastrales","060547","Monte","Municipio Monte","06",0.00607613799043296,"Buenos Aires"
"Municipio",-27.665014781303,-57.2388186771618,"Dirección de Estadística y Censos","180385","Loreto","Municipio Loreto","18",0.0148183771147458,"Corrientes"
"Municipio",-26.2054681649102,-54.3968718901781,"Ministerio de Ecología","540140","Colonia Delicia","Municipio Colonia Delicia","54",0.0223396654919718,"Misiones"
"Municipio",-26.1817820643676,-53.9464480272826,"Ministerio de Ecología","540175","Bernardo de Irigoyen","Municipio Bernardo de Irigoyen","54",0.0354232690638189,"Misiones"
"Municipio",-26.3079117238366,-54.4956399291883,"Ministerio de Ecología","540147","Colonia Victoria","Municipio Colonia Victoria","54",0.0106540134503222,"Misiones"
"Municipio",-27.6403639638299,-56.0279924895073,"Dirección de Estadística y Censos","180182","San Carlos","Municipio San Carlos","18",0.00767389756716832,"Corrientes"
"Municipio",-27.494777926369,-58.7710352036827,"Dirección de Estadística y Censos","180021","Corrientes","Municipio Corrientes","18",0.0043764004436145,"Corrientes"
"Municipio",-27.3669357761627,-58.2998076579154,"Dirección de Estadística y Censos","180154","Ramada Paso","Municipio Ramada Paso","18",0.000847875954714527,"Corrientes"
"Municipio",-27.3711910798153,-58.447451194805,"Dirección de Estadística y Censos","180329","San Cosme","Municipio San Cosme","18",0.00346338047550581,"Corrientes"
"Municipio",-34.5118758903445,-58.7776710941743,"ARBA - Gerencia de Servicios Catastrales","060412","José C. Paz","Municipio José C. Paz","06",0.000159541555300346,"Buenos Aires"
"Municipio",-35.4662020729313,-58.3900057061752,"ARBA - Gerencia de Servicios Catastrales","060343","General Paz","Municipio General Paz","06",0.00385444771253346,"Buenos Aires"
"Municipio",-37.9642254145303,-60.2490776485677,"ARBA - Gerencia de Servicios Catastrales","060014","Adolfo Gonzales Chaves","Municipio Adolfo Gonzales Chaves","06",0.0125905088949268,"Buenos Aires"
"Municipio",-37.1963375143524,-63.0560058448787,"ARBA - Gerencia de Servicios Catastrales","060007","Adolfo Alsina","Municipio Adolfo Alsina","06",0.0193249578260743,"Buenos Aires"
"Municipio",-36.2709141317701,-63.2257388675913,"ARBA - Gerencia de Servicios Catastrales","060616","Pellegrini","Municipio Pellegrini","06",0.0059208956011503,"Buenos Aires"
"Municipio",-38.0746044476757,-63.0577463401746,"ARBA - Gerencia de Servicios Catastrales","060651","Puán","Municipio Puán","06",0.0211889371430634,"Buenos Aires"
"Municipio",-34.7687371056865,-62.9535454568402,"ARBA - Gerencia de Servicios Catastrales","060392","General Villegas","Municipio General Villegas","06",0.0231909877151107,"Buenos Aires"
"Municipio",-34.8355700988623,-58.3673978494737,"ARBA - Gerencia de Servicios Catastrales","060028","Almirante Brown","Municipio Almirante Brown","06",0.000413465514068435,"Buenos Aires"
"Municipio",-35.0034938071388,-58.0180274991075,"ARBA - Gerencia de Servicios Catastrales","060441","La Plata","Municipio La Plata","06",0.002851545402565,"Buenos Aires"
"Municipio",-34.9298313021932,-58.398091246683,"ARBA - Gerencia de Servicios Catastrales","060648","Presidente Perón","Municipio Presidente Perón","06",0.000385704870895687,"Buenos Aires"
"Municipio",-35.379488920773,-62.4295611893429,"ARBA - Gerencia de Servicios Catastrales","060154","Carlos Tejedor","Municipio Carlos Tejedor","06",0.0125715156926696,"Buenos Aires"
"Municipio",-35.481190578256,-60.9751157295027,"ARBA - Gerencia de Servicios Catastrales","060588","9 de Julio","Municipio 9 de Julio","06",0.0138036600026452,"Buenos Aires"
"Municipio",-25.0004660450385,-58.5647875858739,"Direc. Grl. Catastro (WMS)","340168","Espinillo","Municipio Espinillo","34",0.00104141440323264,"Formosa"
"Municipio",-35.8833833438579,-61.9271985156994,"ARBA - Gerencia de Servicios Catastrales","060609","Pehuajó","Municipio Pehuajó","06",0.0146398498700398,"Buenos Aires"
"Municipio",-27.2318963611694,-54.961413530837,"Ministerio de Ecología","540042","Campo Grande","Municipio Campo Grande","54",0.016123255255159,"Misiones"
"Municipio",-35.2195598528609,-59.1458071242931,"ARBA - Gerencia de Servicios Catastrales","060483","Lobos","Municipio Lobos","06",0.00553811444140763,"Buenos Aires"
"Municipio",-36.0345220351902,-60.1333612561516,"ARBA - Gerencia de Servicios Catastrales","060287","General Alvear","Municipio General Alvear","06",0.0109176337432274,"Buenos Aires"
"Municipio",-27.3331053109932,-54.6814951271054,"Ministerio de Ecología","540525","25 de Mayo","Municipio 25 de Mayo","54",0.0231444505929938,"Misiones"
"Municipio",-26.8443110448476,-55.0464275552228,"Ministerio de Ecología","540322","Puerto Rico","Municipio Puerto Rico","54",0.00418802697311047,"Misiones"
"Municipio",-24.9409528971948,-59.0191697358227,"Direc. Grl. Catastro (WMS)","340112","General Belgrano","Municipio General Belgrano","34",0.000275020312963858,"Formosa"
"Municipio",-24.9729365739169,-58.8239429494864,"Direc. Grl. Catastro (WMS)","340175","Misión Taacaglé","Municipio Misión Taacaglé","34",5.71889091300485e-05,"Formosa"
"Comisión de Fomento",-25.0710502152579,-58.3852760427268,"Direc. Grl. Catastro (WMS)","345056","Buena Vista","Comisión de Fomento Buena Vista","34",4.28318835932706e-06,"Formosa"
"Municipio",-25.1115621017336,-58.2696808211217,"Direc. Grl. Catastro (WMS)","340169","Laguna Blanca","Municipio Laguna Blanca","34",0.00211238948201477,"Formosa"
"Comisión de Fomento",-25.2016238617924,-58.3290230085759,"Direc. Grl. Catastro (WMS)","345070","Siete Palmas","Comisión de Fomento Siete Palmas","34",1.32966140270832e-05,"Formosa"
"Municipio",-25.2202162074097,-58.1204495394708,"Direc. Grl. Catastro (WMS)","340203","Laguna Naik Neck","Municipio Laguna Naik Neck","34",0.000150083360097992,"Formosa"
"Municipio",-25.3365444793712,-57.7505249001674,"Direc. Grl. Catastro (WMS)","340189","Clorinda","Municipio Clorinda","34",0.00432466516158256,"Formosa"
"Comisión de Fomento",-25.6835261933357,-58.2668101771917,"Direc. Grl. Catastro (WMS)","345014","Colonia Pastoril","Comisión de Fomento Colonia Pastoril","34",0.000135355883418105,"Formosa"
"Municipio",-23.1836667199884,-62.3006586293614,"Direc. Grl. Catastro (WMS)","340259","General Mosconi","Municipio General Mosconi","34",2.96363406305879e-05,"Formosa"
"Municipio",-34.7108867791705,-58.7418777656329,"ARBA - Gerencia de Servicios Catastrales","060539","Merlo","Municipio Merlo","06",0.000554747950090296,"Buenos Aires"
"Municipio",-23.8985673230593,-61.8551751958628,"Direc. Grl. Catastro (WMS)","340077","Ingeniero Guillermo N. Juárez","Municipio Ingeniero Guillermo N. Juárez","34",0.000836444340156824,"Formosa"
"Municipio",-34.2951491690699,-59.1559117007684,"ARBA - Gerencia de Servicios Catastrales","060266","Exaltación de la Cruz","Municipio Exaltación de la Cruz","06",0.00201733655642528,"Buenos Aires"
"Comisión de Fomento",-24.1062577355998,-61.4734537946001,"Direc. Grl. Catastro (WMS)","345007","Los Chiriguanos","Comisión de Fomento Los Chiriguanos","34",3.33417558994963e-05,"Formosa"
"Municipio",-34.5520919648351,-58.6917055208826,"ARBA - Gerencia de Servicios Catastrales","060760","San Miguel","Municipio San Miguel","06",0.000263558744820331,"Buenos Aires"
"Municipio",-36.3471383108251,-60.1308804386321,"ARBA - Gerencia de Servicios Catastrales","060798","Tapalqué","Municipio Tapalqué","06",0.0135671117900601,"Buenos Aires"
"Municipio",-24.7102155246944,-60.598287756527,"Direc. Grl. Catastro (WMS)","340133","Las Lomitas","Municipio Las Lomitas","34",0.000365635350996831,"Formosa"
"Municipio",-25.0637553874561,-60.1089966071732,"Direc. Grl. Catastro (WMS)","340098","Estanislao del Campo","Municipio Estanislao del Campo","34",0.000408071998475391,"Formosa"
"Municipio",-25.2135553298659,-59.8647594063236,"Direc. Grl. Catastro (WMS)","340126","Ibarreta","Municipio Ibarreta","34",0.00138883798372109,"Formosa"
"Municipio",-25.3369590717874,-59.6848536280091,"Direc. Grl. Catastro (WMS)","340091","Comandante Fontana","Municipio Comandante Fontana","34",0.0010615194637787,"Formosa"
"Municipio",-25.5654223384209,-59.3429453708891,"Direc. Grl. Catastro (WMS)","340238","Palo Santo","Municipio Palo Santo","34",0.0010894373315767,"Formosa"
"Municipio",-25.7484130694871,-59.1208484121304,"Direc. Grl. Catastro (WMS)","340245","Pirané","Municipio Pirané","34",0.00107627816342415,"Formosa"
"Comisión de Fomento",-25.8624689502625,-58.8869102543172,"Direc. Grl. Catastro (WMS)","345021","Gran Guardia","Comisión de Fomento Gran Guardia","34",5.69910171506215e-05,"Formosa"
"Municipio",-34.546128336039,-61.0054940705488,"ARBA - Gerencia de Servicios Catastrales","060413","Junín","Municipio Junín","06",0.00717020912286574,"Buenos Aires"
"Municipio",-36.4973152716526,-62.8634418902354,"ARBA - Gerencia de Servicios Catastrales","060847","Tres Lomas","Municipio Tres Lomas","06",0.00409292824505555,"Buenos Aires"
"Municipio",-37.0347821697162,-58.4425813265357,"ARBA - Gerencia de Servicios Catastrales","060042","Ayacucho","Municipio Ayacucho","06",0.0221727758963536,"Buenos Aires"
"Municipio",-34.6971944325993,-59.42081198401,"ARBA - Gerencia de Servicios Catastrales","060532","Mercedes","Municipio Mercedes","06",0.0033471476123561,"Buenos Aires"
"Municipio",-34.5992140053733,-58.6496943606349,"ARBA - Gerencia de Servicios Catastrales","060408","Hurlingham","Municipio Hurlingham","06",0.000112721177090724,"Buenos Aires"
"Comuna",-32.086098208312,-60.8840247197208,"Servicio de Catastro e Información Territorial","823722","Arocena","Comuna Arocena","82",0.00242193662207118,"Santa Fe"
"Municipio",-34.6491410653179,-58.6198433488168,"ARBA - Gerencia de Servicios Catastrales","060568","Morón","Municipio Morón","06",0.00017634944491009,"Buenos Aires"
"Municipio",-34.5526490761278,-58.5643145358558,"ARBA - Gerencia de Servicios Catastrales","060371","General San Martín","Municipio General San Martín","06",0.000179302728705417,"Buenos Aires"
"Municipio",-34.4873038284663,-58.7121329971982,"ARBA - Gerencia de Servicios Catastrales","060515","Malvinas Argentinas","Municipio Malvinas Argentinas","06",0.000200585089933422,"Buenos Aires"
"Municipio",-34.7485629683304,-59.7034737442182,"ARBA - Gerencia de Servicios Catastrales","060784","Suipacha","Municipio Suipacha","06",0.00300618616138163,"Buenos Aires"
"Municipio",-35.0363817959326,-60.2828693081193,"ARBA - Gerencia de Servicios Catastrales","060021","Alberti","Municipio Alberti","06",0.00357136702956445,"Buenos Aires"
"Municipio",-34.7057824914421,-58.3954484986823,"ARBA - Gerencia de Servicios Catastrales","060434","Lanús","Municipio Lanús","06",0.000163480932877991,"Buenos Aires"
"Municipio",-34.4377851586384,-59.4732938848478,"ARBA - Gerencia de Servicios Catastrales","060728","San Andrés de Giles","Municipio San Andrés de Giles","06",0.00358541171551044,"Buenos Aires"
"Municipio",-34.9094258328137,-58.9958733938567,"ARBA - Gerencia de Servicios Catastrales","060329","General las Heras","Municipio General las Heras","06",0.00240562185168829,"Buenos Aires"
"Comisión de Fomento",-25.5318689368593,-60.0174675213044,"Direc. Grl. Catastro (WMS)","345049","Subteniente Perín","Comisión de Fomento Subteniente Perín","34",3.91318349235091e-05,"Formosa"
"Municipio",-34.8778729879112,-58.2586377649204,"ARBA - Gerencia de Servicios Catastrales","060274","Florencio Varela","Municipio Florencio Varela","06",0.000606849802284925,"Buenos Aires"
"Municipio",-26.1958636875411,-58.2173444205895,"Direc. Grl. Catastro (WMS)","340028","Formosa","Municipio Formosa","34",0.0047195052154612,"Formosa"
"Municipio",-26.2415655637697,-58.6312572039416,"Direc. Grl. Catastro (WMS)","340063","Misión San Francisco de Laishí","Municipio Misión San Francisco de Laishí","34",7.04928134116397e-05,"Formosa"
"Municipio",-26.2786318086378,-59.3525240305938,"Direc. Grl. Catastro (WMS)","340224","El Colorado","Municipio El Colorado","34",0.00114300767011662,"Formosa"
"Municipio",-34.997569924782,-61.0501968347291,"ARBA - Gerencia de Servicios Catastrales","060385","General Viamonte","Municipio General Viamonte","06",0.00686176882880671,"Buenos Aires"
"Municipio",-27.4524533921177,-55.1176353030915,"Ministerio de Ecología","540399","Oberá","Municipio Oberá","54",0.00518633655597549,"Misiones"
"Municipio",-35.0304083582525,-59.429785480408,"ARBA - Gerencia de Servicios Catastrales","060574","Navarro","Municipio Navarro","06",0.0051849074403453,"Buenos Aires"
"Municipio",-35.1450252367714,-58.6907790273655,"ARBA - Gerencia de Servicios Catastrales","060134","Cañuelas","Municipio Cañuelas","06",0.00381614792158832,"Buenos Aires"
"Comuna",-28.4569944696721,-60.3399254443495,"Servicio de Catastro e Información Territorial","824163","Golondrina","Comuna Golondrina","82",0.0145199100603862,"Santa Fe"
"Municipio",-35.0704596398936,-58.4319219645129,"ARBA - Gerencia de Servicios Catastrales","060778","San Vicente","Municipio San Vicente","06",0.00210134329284806,"Buenos Aires"
"Municipio",-37.3557097661663,-61.3442438803068,"ARBA - Gerencia de Servicios Catastrales","060322","General la Madrid","Municipio General la Madrid","06",0.0158668589746562,"Buenos Aires"
"Municipio",-36.8905500665858,-62.4187740896092,"ARBA - Gerencia de Servicios Catastrales","060399","Guaminí","Municipio Guaminí","06",0.0158138991157625,"Buenos Aires"
"Municipio",-26.6312935930684,-58.668933325641,"Direc. Grl. Catastro (WMS)","340070","Villa Escolar","Municipio Villa Escolar","34",9.69623669978051e-05,"Formosa"
"Municipio",-36.6405459243249,-61.891417127905,"ARBA - Gerencia de Servicios Catastrales","060231","Daireaux","Municipio Daireaux","06",0.0124805140276193,"Buenos Aires"
"Municipio",-34.8758213531443,-58.5648395364287,"ARBA - Gerencia de Servicios Catastrales","060270","Ezeiza","Municipio Ezeiza","06",0.000759529300064369,"Buenos Aires"
"Municipio",-34.6782056572109,-58.3411168921278,"ARBA - Gerencia de Servicios Catastrales","060035","Avellaneda","Municipio Avellaneda","06",0.000179377277880824,"Buenos Aires"
"Municipio",-33.8860220920301,-61.063367492517,"ARBA - Gerencia de Servicios Catastrales","060175","Colón","Municipio Colón","06",0.00315359685407126,"Buenos Aires"
"Municipio",-34.2374596713145,-61.2838006242382,"ARBA - Gerencia de Servicios Catastrales","060294","General Arenales","Municipio General Arenales","06",0.00470990844530891,"Buenos Aires"
"Municipio",-35.5809627302324,-63.0945777162384,"ARBA - Gerencia de Servicios Catastrales","060679","Rivadavia","Municipio Rivadavia","06",0.0127515572415981,"Buenos Aires"
"Comuna",-30.8743272113348,-60.5572731688325,"Servicio de Catastro e Información Territorial","823946","San Bernardo","Comuna San Bernardo","82",0.00075092801320638,"Santa Fe"
"Comuna",-30.4046798589182,-60.3043525398223,"Servicio de Catastro e Información Territorial","823876","Colonia Dolores","Comuna Colonia Dolores","82",0.000430716425159316,"Santa Fe"
"Municipio",-36.2593312232241,-61.6600936665535,"ARBA - Gerencia de Servicios Catastrales","060406","Hipólito Yrigoyen","Municipio Hipólito Yrigoyen","06",0.00535554793166332,"Buenos Aires"
"Municipio",-36.3986615535861,-57.6326112996265,"ARBA - Gerencia de Servicios Catastrales","060238","Dolores","Municipio Dolores","06",0.00642093786909153,"Buenos Aires"
